!FILE=Disk
!KIND=Spectrum
!LABORATORY=Oslo Cyclotron Laboratory (OCL)
!EXPERIMENT=mama
!COMMENT=Range curve for alp on silicon                              
!TIME=DATE:Tue May 25 11:18:14 2004
!CALIBRATION EkeV=3, 0.000000E+00, 0.400000E+02, 0.000000E+00
!PRECISION=16
!DIMENSION=1,0:2047
!CHANNEL=(0:2047)
     649.794    650.996    652.199    653.404    654.609    655.815    657.023
     658.231    659.441    660.651    661.863    663.076    664.290    665.504
     666.720    667.937    669.156    670.375    671.595    672.816    674.038
     675.262    676.486    677.712    678.938    680.166    681.395    682.625
     683.855    685.087    686.320    687.554    688.789    690.025    691.263
     692.501    693.740    694.981    696.222    697.465    698.708    699.953
     701.199    702.445    703.693    704.942    706.192    707.443    708.695
     709.948    711.203    712.458    713.714    714.972    716.230    717.490
     718.750    720.012    721.274    722.538    723.803    725.069    726.336
     727.604    728.873    730.143    731.414    732.686    733.960    735.234
     736.509    737.786    739.063    740.342    741.622    742.902    744.184
     745.467    746.751    748.036    749.322    750.609    751.897    753.186
     754.476    755.768    757.060    758.354    759.648    760.943    762.240
     763.538    764.837    766.136    767.437    768.739    770.042    771.346
     772.651    773.957    775.264    776.572    777.882    779.192    780.503
     781.816    783.129    784.444    785.760    787.076    788.394    789.713
     791.033    792.354    793.675    794.999    796.323    797.648    798.974
     800.301    801.629    802.959    804.289    805.621    806.953    808.287
     809.621    810.957    812.294    813.632    814.970    816.310    817.651
     818.993    820.336    821.680    823.026    824.372    825.719    827.068
     828.417    829.767    831.119    832.471    833.825    835.179    836.535
     837.892    839.250    840.609    841.969    843.330    844.692    846.055
     847.419    848.784    850.150    851.518    852.886    854.255    855.626
     856.997    858.370    859.744    861.118    862.494    863.871    865.249
     866.627    868.007    869.388    870.770    872.153    873.538    874.923
     876.309    877.696    879.084    880.474    881.864    883.256    884.648
     886.042    887.437    888.832    890.229    891.627    893.026    894.425
     895.826    897.228    898.632    900.036    901.441    902.847    904.254
     905.662    907.072    908.482    909.893    911.306    912.720    914.134
     915.550    916.967    918.384    919.803    921.223    922.644    924.066
     925.488    926.912    928.338    929.764    931.191    932.619    934.048
     935.479    936.910    938.342    939.776    941.210    942.646    944.083
     945.520    946.959    948.399    949.839    951.281    952.724    954.168
     955.613    957.059    958.506    959.954    961.403    962.853    964.305
     965.757    967.210    968.665    970.120    971.576    973.034    974.493
     975.952    977.413    978.875    980.337    981.801    983.266    984.732
     986.199    987.667    989.136    990.606    992.077    993.549    995.022
     996.497    997.972    999.448   1000.926   1002.404   1003.884   1005.364
     1006.85    1008.33    1009.81    1011.30    1012.78    1014.27    1015.76
     1017.25    1018.74    1020.23    1021.72    1023.21    1024.71    1026.20
     1027.70    1029.19    1030.69    1032.19    1033.69    1035.19    1036.70
     1038.20    1039.70    1041.21    1042.72    1044.22    1045.73    1047.24
     1048.75    1050.26    1051.78    1053.29    1054.81    1056.32    1057.84
     1059.36    1060.88    1062.40    1063.92    1065.44    1066.96    1068.49
     1070.01    1071.54    1073.07    1074.59    1076.12    1077.65    1079.19
     1080.72    1082.25    1083.79    1085.32    1086.86    1088.40    1089.94
     1091.48    1093.02    1094.56    1096.10    1097.65    1099.19    1100.74
     1102.29    1103.83    1105.38    1106.93    1108.48    1110.04    1111.59
     1113.14    1114.70    1116.26    1117.81    1119.37    1120.93    1122.49
     1124.05    1125.62    1127.18    1128.75    1130.31    1131.88    1133.45
     1135.02    1136.59    1138.16    1139.73    1141.30    1142.88    1144.45
     1146.03    1147.60    1149.18    1150.76    1152.34    1153.92    1155.51
     1157.09    1158.67    1160.26    1161.85    1163.43    1165.02    1166.61
     1168.20    1169.80    1171.39    1172.98    1174.58    1176.17    1177.77
     1179.37    1180.97    1182.57    1184.17    1185.77    1187.37    1188.98
     1190.58    1192.19    1193.80    1195.41    1197.02    1198.63    1200.24
     1201.85    1203.46    1205.08    1206.69    1208.31    1209.93    1211.55
     1213.17    1214.79    1216.41    1218.03    1219.66    1221.28    1222.91
     1224.53    1226.16    1227.79    1229.42    1231.05    1232.68    1234.32
     1235.95    1237.59    1239.22    1240.86    1242.50    1244.14    1245.78
     1247.42    1249.06    1250.71    1252.35    1254.00    1255.64    1257.29
     1258.94    1260.59    1262.24    1263.89    1265.54    1267.20    1268.85
     1270.51    1272.16    1273.82    1275.48    1277.14    1278.80    1280.46
     1282.13    1283.79    1285.46    1287.12    1288.79    1290.46    1292.13
     1293.80    1295.47    1297.14    1298.82    1300.49    1302.17    1303.84
     1305.52    1307.20    1308.88    1310.56    1312.24    1313.92    1315.61
     1317.29    1318.98    1320.66    1322.35    1324.04    1325.73    1327.42
     1329.11    1330.81    1332.50    1334.20    1335.89    1337.59    1339.29
     1340.99    1342.69    1344.39    1346.09    1347.79    1349.50    1351.20
     1352.91    1354.62    1356.33    1358.03    1359.75    1361.46    1363.17
     1364.88    1366.60    1368.31    1370.03    1371.75    1373.47    1375.19
     1376.91    1378.63    1380.35    1382.08    1383.80    1385.53    1387.25
     1388.98    1390.71    1392.44    1394.17    1395.90    1397.64    1399.37
     1401.10    1402.84    1404.58    1406.32    1408.06    1409.80    1411.54
     1413.28    1415.02    1416.77    1418.51    1420.26    1422.01    1423.76
     1425.50    1427.25    1429.01    1430.76    1432.51    1434.27    1436.02
     1437.78    1439.54    1441.30    1443.06    1444.82    1446.58    1448.34
     1450.11    1451.87    1453.64    1455.40    1457.17    1458.94    1460.71
     1462.48    1464.25    1466.03    1467.80    1469.57    1471.35    1473.13
     1474.91    1476.69    1478.47    1480.25    1482.03    1483.81    1485.60
     1487.38    1489.17    1490.96    1492.74    1494.53    1496.32    1498.12
     1499.91    1501.70    1503.50    1505.29    1507.09    1508.89    1510.68
     1512.48    1514.28    1516.09    1517.89    1519.69    1521.50    1523.30
     1525.11    1526.92    1528.73    1530.54    1532.35    1534.16    1535.97
     1537.79    1539.60    1541.42    1543.23    1545.05    1546.87    1548.69
     1550.51    1552.34    1554.16    1555.98    1557.81    1559.63    1561.46
     1563.29    1565.12    1566.95    1568.78    1570.61    1572.45    1574.28
     1576.12    1577.95    1579.79    1581.63    1583.47    1585.31    1587.15
     1588.99    1590.84    1592.68    1594.53    1596.37    1598.22    1600.07
     1601.92    1603.77    1605.62    1607.47    1609.33    1611.18    1613.04
     1614.89    1616.75    1618.61    1620.47    1622.33    1624.19    1626.06
     1627.92    1629.79    1631.65    1633.52    1635.39    1637.26    1639.13
     1641.00    1642.87    1644.74    1646.62    1648.49    1650.37    1652.24
     1654.12    1656.00    1657.88    1659.76    1661.65    1663.53    1665.41
     1667.30    1669.18    1671.07    1672.96    1674.85    1676.74    1678.63
     1680.52    1682.42    1684.31    1686.21    1688.10    1690.00    1691.90
     1693.80    1695.70    1697.60    1699.50    1701.41    1703.31    1705.22
     1707.12    1709.03    1710.94    1712.85    1714.76    1716.67    1718.58
     1720.50    1722.41    1724.33    1726.25    1728.16    1730.08    1732.00
     1733.92    1735.84    1737.77    1739.69    1741.62    1743.54    1745.47
     1747.40    1749.33    1751.26    1753.19    1755.12    1757.05    1758.99
     1760.92    1762.86    1764.79    1766.73    1768.67    1770.61    1772.55
     1774.49    1776.44    1778.38    1780.33    1782.27    1784.22    1786.17
     1788.12    1790.07    1792.02    1793.97    1795.92    1797.88    1799.83
     1801.79    1803.75    1805.71    1807.67    1809.63    1811.59    1813.55
     1815.51    1817.48    1819.44    1821.41    1823.38    1825.34    1827.31
     1829.28    1831.26    1833.23    1835.20    1837.18    1839.15    1841.13
     1843.11    1845.08    1847.06    1849.04    1851.03    1853.01    1854.99
     1856.98    1858.96    1860.95    1862.94    1864.93    1866.92    1868.91
     1870.90    1872.89    1874.88    1876.88    1878.87    1880.87    1882.87
     1884.87    1886.87    1888.87    1890.87    1892.87    1894.88    1896.88
     1898.89    1900.89    1902.90    1904.91    1906.92    1908.93    1910.94
     1912.96    1914.97    1916.98    1919.00    1921.02    1923.04    1925.05
     1927.07    1929.10    1931.12    1933.14    1935.16    1937.19    1939.22
     1941.24    1943.27    1945.30    1947.33    1949.36    1951.39    1953.43
     1955.46    1957.49    1959.53    1961.57    1963.61    1965.64    1967.69
     1969.73    1971.77    1973.81    1975.86    1977.90    1979.95    1981.99
     1984.04    1986.09    1988.14    1990.19    1992.24    1994.30    1996.35
     1998.41    2000.46    2002.52    2004.58    2006.64    2008.70    2010.76
     2012.82    2014.89    2016.95    2019.01    2021.08    2023.15    2025.22
     2027.29    2029.36    2031.43    2033.50    2035.57    2037.65    2039.72
     2041.80    2043.88    2045.95    2048.03    2050.11    2052.20    2054.28
     2056.36    2058.45    2060.53    2062.62    2064.70    2066.79    2068.88
     2070.97    2073.06    2075.16    2077.25    2079.34    2081.44    2083.54
