136  56  80   3 .350E+02 .900E+01 .679473E+01 .121500E-01 15.16
137  56  81   0 .920E+03 .200E+03 .589220E+01 .272000E-02 14.58
138  56  82   3 .200E+03 .650E+02 .612904E+01 .200000E-02 13.59
139  56  83   0 .140E+05 .400E+04 .369062E+01 .443000E-02 14.94
139  57  82  10 .210E+02 .300E+01 .754777E+01 .145500E-01 14.10
140  57  83   7 .240E+03 .100E+02 .516097E+01 .500000E-04 15.53
137  58  79   0 .100E+03 .130E+02 .638927E+01 .370800E-01 16.51
141  58  83   0 .300E+04 .100E+04 .430876E+01 .169000E-02 15.92
142  59  83   5 .650E+02 .150E+02 .584306E+01 .100000E-03 16.48
143  60  83   0 .663E+03 .700E+02 .495797E+01 .950000E-03 16.86
144  60  84   7 .365E+02 .400E+01 .555252E+01 .109000E-02 16.87
145  60  85   0 .540E+03 .650E+02 .470604E+01 .220000E-02 18.23
146  60  86   7 .170E+02 .160E+01 .522283E+01 .344000E-02 18.77
147  60  87   0 .330E+03 .400E+02 .419370E+01 .270700E-01 20.68
148  60  88   5 .500E+01 .200E+01 .487265E+01 .251500E-01 22.02
149  60  89   0 .167E+03 .210E+02 .397080E+01 .414700E-01 23.10
151  60  91   0 .174E+03 .200E+02 .423708E+01 .435500E-01 22.09
148  61  87   7 .570E+01 .150E+01 .589732E+01 .609000E-02 20.34
148  62  86   7 .570E+01 .500E+00 .578237E+01 .249000E-02 19.22
150  62  88   7 .250E+01 .250E+00 .543215E+01 .253000E-02 21.07
151  62  89   0 .680E+02 .100E+02 .449039E+01 .878000E-02 23.02
152  62  90   7 .130E+01 .200E+00 .588573E+01 .300000E-02 21.47
153  62  91   0 .600E+02 .200E+02 .508978E+01 .312900E-01 22.32
155  62  93   0 .130E+03 .130E+02 .515759E+01 .329200E-01 21.00
152  63  89   5 .850E+00 .140E+00 .630672E+01 .100000E-03 22.98
153  63  90   6 .250E+00 .200E-01 .746231E+01 .210000E-03 21.54
154  63  91   5 .130E+01 .200E+00 .644198E+01 .300000E-03 21.96
155  63  92   6 .920E+00 .170E+00 .727054E+01 .170000E-02 20.27
156  63  93   5 .480E+01 .400E+00 .633742E+01 .517000E-02 20.04
153  64  89   0 .150E+02 .200E+01 .514321E+01 .126400E-01 23.06
155  64  91   0 .155E+02 .150E+01 .556893E+01 .132000E-02 23.12
156  64  92   3 .160E+01 .160E+00 .650627E+01 .710000E-03 21.37
157  64  93   0 .440E+02 .500E+01 .562490E+01 .239000E-02 21.39
158  64  94   3 .490E+01 .400E+00 .616572E+01 .350000E-02 21.02
159  64  95   0 .860E+02 .400E+01 .520274E+01 .357100E-01 21.48
161  64  97   0 .202E+03 .200E+02 .489252E+01 .115620E+00 20.86
160  65  95   3 .350E+01 .150E+01 .637518E+01 .290000E-03 21.13
159  66  93   0 .300E+02 .600E+01 .594824E+01 .625000E-02 20.81
161  66  95   0 .273E+02 .170E+01 .566012E+01 .110000E-02 22.12
162  66  96   5 .200E+01 .120E+01 .634962E+01 .720000E-03 21.34
163  66  97   0 .646E+02 .900E+01 .561034E+01 .158300E-01 21.08
164  66  98   5 .500E+01 .800E+00 .595101E+01 .222000E-02 21.21
165  66  99   0 .170E+03 .250E+02 .496296E+01 .862000E-01 21.01
166  67  99   7 .270E+01 .500E+00 .624364E+01 .200000E-04 21.16
163  68  95   0 .800E+01 .110E+01 .603875E+01 .102600E-01 23.08
165  68  97   0 .230E+02 .300E+01 .587017E+01 .365000E-02 21.90
167  68  99   0 .430E+02 .430E+01 .569604E+01 .110000E-02 21.43
168  68 100   7 .300E+01 .500E+00 .613765E+01 .267000E-02 21.49
169  68 101   0 .940E+02 .100E+02 .533388E+01 .198100E-01 21.32
171  68 103   0 .150E+03 .150E+02 .501559E+01 .787300E-01 21.52
170  69 101   1 .600E+01 .100E+01 .659327E+01 .107000E-02 21.03
169  70  99   0 .226E+02 .130E+01 .608092E+01 .528000E-02 21.41
171  70 101   0 .230E+02 .300E+01 .593460E+01 .150000E-02 22.14
172  70 102   1 .580E+01 .500E+00 .641456E+01 .113000E-02 21.79
173  70 103   0 .630E+02 .300E+01 .569788E+01 .289000E-02 21.04
174  70 104   5 .780E+01 .900E+00 .593154E+01 .246000E-02 21.04
175  70 105   0 .162E+03 .180E+02 .513325E+01 .528000E-01 20.97
177  70 107   0 .185E+03 .200E+02 .481590E+01 .110340E+00 21.62
176  71 105   7 .210E+01 .270E+00 .628798E+01 .150000E-03 21.70
177  71 106  14 .130E+01 .180E+00 .661445E+01 .116000E-02 22.48
175  72 103   0 .160E+02 .300E+01 .600416E+01 .255200E-01 22.18
177  72 105   0 .320E+02 .700E+01 .571050E+01 .264000E-01 22.36
178  72 106   7 .240E+01 .300E+00 .610856E+01 .207000E-02 22.42
179  72 107   0 .530E+02 .740E+01 .548950E+01 .135000E-02 22.33
180  72 108   9 .380E+01 .380E+00 .578581E+01 .384000E-02 22.09
181  72 109   0 .100E+03 .400E+02 .515422E+01 .811700E-01 22.49
181  73 108  16 .110E+01 .100E+00 .696541E+01 .260000E-02 21.28
182  73 109   7 .430E+01 .300E+00 .606296E+01 .160000E-03 21.19
183  73 110   6 .360E+01 .720E+00 .638677E+01 .672000E-02 21.55
181  74 107   0 .180E+02 .400E+01 .593624E+01 .313700E-01 22.72
183  74 109   0 .500E+02 .120E+02 .544339E+01 .238000E-02 22.22
184  74 110   1 .120E+02 .100E+01 .582458E+01 .231000E-02 22.38
185  74 111   0 .870E+02 .870E+01 .500348E+01 .138400E-01 22.65
187  74 113   0 .125E+03 .900E+01 .464989E+01 .791200E-01 22.98
186  75 111   5 .330E+01 .300E+00 .617966E+01 .680000E-03 21.80
188  75 113   5 .350E+01 .420E+00 .587160E+01 .300000E-03 22.64
187  76 111   0 .300E+02 .600E+01 .555968E+01 .317000E-02 22.95
188  76 112   1 .440E+01 .200E+00 .609347E+01 .387000E-02 22.57
189  76 113   0 .400E+02 .200E+01 .514371E+01 .504900E-01 23.70
190  76 114   3 .330E+01 .200E+00 .577844E+01 .498000E-02 22.48
191  76 115   0 .700E+02 .500E+01 .497748E+01 .104760E+00 23.18
193  76 117   0 .115E+03 .100E+02 .558513E+01 .880000E-03 22.83
192  77 115   3 .330E+01 .300E+00 .619808E+01 .200000E-03 22.52
193  77 116   8 .630E+00 .100E+00 .695215E+01 .330000E-03 22.21
194  77 117   3 .770E+01 .800E+00 .606683E+01 .400000E-03 21.41
195  78 117   0 .240E+03 .750E+02 .533501E+01 .121000E-02 19.73
196  78 118   1 .180E+02 .300E+01 .590133E+01 .102000E-02 20.37
197  78 119   0 .380E+03 .100E+03 .508473E+01 .126410E+00 19.66
198  79 119   3 .162E+02 .300E+00 .651234E+01 .110000E-03 19.07
200  80 120   1 .840E+02 .180E+02 .624901E+01 .433000E-02 17.63
201  80 121   0 .130E+04 .100E+03 .557530E+01 .232200E-01 16.57
202  80 122   3 .110E+03 .200E+02 .601281E+01 .593000E-02 16.75
203  80 123   0 .250E+04 .130E+04 .549291E+01 .748100E-01 16.19
204  81 123   1 .360E+03 .500E+02 .665586E+01 .290000E-03 15.15
206  81 125   1 .400E+04 .150E+04 .650357E+01 .390000E-03 12.13
205  82 123   0 .270E+04 .600E+03 .585350E+01 .210000E-02 14.46
207  82 125   0 .240E+05 .400E+04 .573300E+01 .121000E-02 11.44
208  82 126   1 .190E+05 .600E+04 .514136E+01 .606000E-02 11.04
209  82 127   0 .350E+06 .150E+06 .293105E+01 .388800E-01 12.45
210  83 127   9 .450E+04 .600E+03 .460458E+01 .130000E-03 13.15
227  88 139   0 .488E+02 .104E+02 .384094E+01 .846400E-01 30.41
230  90 140   5 .530E+00 .150E+00 .500563E+01 .239300E-01 29.54
231  90 141   0 .960E+01 .130E+01 .443207E+01 .462400E-01 31.42
233  90 143   0 .190E+02 .600E+01 .399004E+01 .863500E-01 31.68
232  91 141   3 .450E+00 .700E-01 .555366E+01 .774000E-02 29.78
234  91 143   3 .590E+00 .900E-01 .521900E+01 .462000E-02 30.87
235  91 144   0 .690E+00 .900E-01 .561000E+01 .104720E+00 32.70
233  92 141   0 .460E+01 .700E+00 .495553E+01 .672000E-02 30.03
234  92 142   5 .550E+00 .500E-01 .528066E+01 .374000E-02 29.26
235  92 143   0 .106E+02 .500E+01 .457114E+01 .129900E-01 30.26
236  92 144   7 .440E+00 .600E-01 .490110E+01 .224500E-01 30.66
237  92 145   0 .154E+02 .100E+01 .435980E+01 .879600E-01 30.34
238  92 146   1 .350E+01 .800E+00 .456029E+01 .877600E-01 30.65
239  92 147   0 .208E+02 .200E+01 .413026E+01 .937300E-01 31.44
238  93 145   5 .520E+00 .400E-01 .548809E+01 .200000E-03 29.14
239  94 145   0 .900E+01 .700E+00 .496754E+01 .377000E-02 28.99
240  94 146   1 .230E+01 .100E+00 .519416E+01 .124000E-02 29.79
241  94 147   0 .136E+02 .400E+00 .449038E+01 .670000E-02 30.09
242  94 148   5 .900E+00 .100E+00 .495167E+01 .320100E-01 30.75
243  94 149   0 .175E+02 .210E+01 .436748E+01 .118770E+00 30.61
245  94 151   0 .240E+02 .500E+01 .477290E+01 .135000E-01 31.69
242  95 147   5 .550E+00 .130E+00 .553757E+01 .100000E-03 28.89
243  95 148   2 .400E+00 .800E-01 .590883E+01 .151000E-02 30.42
244  95 149   5 .600E+00 .600E-01 .536371E+01 .880000E-03 29.46
243  96 147   0 .128E+02 .270E+01 .504009E+01 .467000E-02 28.03
244  96 148   5 .810E+00 .100E+00 .538910E+01 .242000E-02 28.67
245  96 149   0 .120E+02 .100E+01 .480916E+01 .169500E-01 29.06
246  96 150   1 .190E+01 .800E+00 .501676E+01 .587000E-02 30.69
247  96 151   0 .320E+02 .500E+01 .431664E+01 .237600E-01 28.54
248  96 152   9 .140E+01 .300E+00 .463951E+01 .502100E-01 29.32
249  96 153   0 .330E+02 .500E+01 .386681E+01 .114570E+00 30.95
250  97 153   7 .100E+01 .100E+00 .496890E+01 .441000E-02 29.73
250  98 152   9 .700E+00 .100E+00 .519850E+01 .641000E-02 29.01
253  98 155   0 .270E+02 .400E+01 .404329E+01 .903200E-01 31.08
