0  1  n   0       0.0     0.0      -1.0              -1.0              -1.0              -1.0              -1.0             
  23 F    9    7535.59   80.50  13243.80   97.81  -3437.69   83.38   5978.59   80.45   4396.67   79.55 -12790.56   95.36    
  23 Ne  10    5200.62    0.12  15236.39   12.40 -28925.0   196.0    5604.75    1.82   -272.19    0.26  -3304.14    1.21    
  23 Na  11   12418.70    0.44   8794.11    0.16     -1.0            6913.04    0.21   2376.50    0.21  -3865.68    0.23    
  23 Mg  12   13147.22    1.83   7579.53    1.32     -1.0            7422.40    1.43  -7453.47    6.78   7215.68    1.25    
  23 Al  13   19487.0    96.0     124.99   25.04     -1.0            6566.34   29.91  -5939.26   36.80   5568.76   25.87    
  23 Si  14   16464.0   280.0    1700.0   217.0      -1.0            8363.0   357.0      -1.0           11848.0   197.0     
0 24 N    7   -1234.0   868.0      -1.0           55458.0   503.0    5168.0  1034.0    5945.0   711.0      -1.0             
  24 O    8    3713.24  324.95  26049.0   772.0   32907.84  308.47  -2395.62  365.42  -1393.39  321.16 -21339.0   590.0     
  24 F    9    3856.33  102.79  14360.83  121.16   7599.55   65.23   8970.98   86.49   4346.84   66.21 -12040.98  110.57    
  24 Ne  10    8865.20   10.00  16566.01   80.17 -16702.28   21.89   1969.51   15.93  -1035.88   10.16  -8362.84   15.64    
  24 Na  11    6959.44    0.05  10552.93    0.20 -40414.0   503.0   10317.55    0.16   2178.18    0.22  -2723.61    1.81    
  24 Mg  12   16532.04    1.24  11692.86    0.15     -1.0            1959.53    0.45  -6885.06    0.72  -2555.25    0.19    
  24 Al  13   14893.57   25.31   1871.34    4.12     -1.0           11052.53    4.16  -6102.66   16.88   7775.63    4.00    
  24 Si  14   21088.0   197.0    3301.42   31.69     -1.0            3283.0    95.0  -10500.0   299.0    5489.49   25.47    
  24 P   15      -1.0            -936.0   540.0      -1.0           10543.0   541.0      -1.0           11524.0   585.0     
0 25 O    8     -98.0   484.0   27186.0   626.0   40336.0   373.0     120.0   800.0     -73.0   421.0  -19793.0   977.0     
  25 F    9    4349.45  100.62  14997.04  317.86  20182.13   76.71   7360.82  127.76   6846.10   95.52 -15168.09  210.39    
  25 Ne  10    4182.50   45.83  16892.18   78.99  -5884.01   45.83   5322.60   91.25     11.58   46.41  -5696.63   72.39    
  25 Na  11    9011.18    1.20  10698.91   10.07 -28230.0   196.0    6506.99    1.21   3530.94    1.21  -6504.83   12.46    
  25 Mg  12    7330.67    0.04  12064.09    0.16     -1.0            7047.57    0.15  -3146.56    0.45    478.03    0.20    
  25 Al  13   16932.02    3.99   2271.33    0.67     -1.0            7267.73    1.41  -3654.92    1.50   1912.77    0.80    
  25 Si  14   15000.77   21.89   3408.62   10.75     -1.0            7768.91   26.93  -9493.0    94.0    9868.49   10.09    
  25 P   15   21196.0   540.0    -828.0   197.0      -1.0            5811.0   277.0   -8428.0   280.0    6336.0   217.0     
0 26 O    8      51.0   568.0      -1.0           51378.0   428.0   -1166.0   661.0    2293.0   828.0      -1.0             
  26 F    9    1049.54  145.78  16145.0   393.0   30498.50  123.97  10024.52  332.45   8535.85  160.65 -13800.0   719.0     
  26 Ne  10    5582.74   70.63  18125.47   94.19   7574.50   54.75   3596.18   85.02   1964.42   96.52  -8540.08  115.88    
  26 Na  11    5616.33   14.37  12132.74   46.97 -17875.0   196.0    9755.86   17.51   3115.23   14.37  -4585.57   80.83    
  26 Mg  12   11093.07    0.04  14145.99    1.21 -42185.0   298.0    2913.93    0.17  -1820.93    0.16  -5414.42    0.24    
  26 Al  13   11365.92    0.67   6306.58    0.05     -1.0           12433.85    0.07  -1873.62    1.24   2965.56    0.16    
  26 Si  14   19041.25   10.44   5517.85    3.08     -1.0            3621.23    4.95  -9047.77   25.18   3974.46    3.25    
  26 P   15   15970.0   277.0     141.0   196.0      -1.0           10929.0   197.0   -7935.0   277.0    9852.0   197.0     
  26 S   16      -1.0             191.0   357.0      -1.0            4684.0   585.0      -1.0            7845.0   357.0     
0 27 F    9    1309.46  436.16  17403.0   599.0   42246.86  418.17   8617.0   560.0   10939.63  519.63 -16344.0   654.0     
  27 Ne  10    1407.69  106.42  18483.62  153.96  19477.94   91.30   6537.94  119.25   4413.06  112.14  -6234.53  321.70    
  27 Na  11    6749.72   40.02  13299.71   66.68  -4827.88   51.79   7188.65   58.80   5230.72   39.47  -7478.96   75.48    
  27 Mg  12    6443.35    0.04  14973.01   14.37 -32094.0   203.0    5481.76    1.21  -1304.84    0.17  -2992.57   10.00    
  27 Al  13   13057.81    0.17   8271.32    0.16     -1.0            6706.71    0.16   1600.61    0.16  -3132.82    0.20    
  27 Si  14   13311.14    3.00   7463.06    0.19     -1.0            7242.12    0.69  -7465.33    3.94   7195.36    0.18    
  27 P   15   19797.0   199.0     897.33   35.13     -1.0            6132.52   36.40  -6643.68   40.05   4948.48   35.22    
  27 S   16   16534.0   361.0     755.0   282.0      -1.0            9346.0   282.0   -9626.0   542.0   12399.0   204.0     
0 28 F    9    -105.0   661.0      -1.0           50077.0   512.0    8773.0   668.0   10947.0   633.0      -1.0             
  28 Ne  10    3886.24  144.81  21060.40  433.01  32771.39  112.40   3701.24  167.34   4876.27  136.08 -10219.0   389.0     
  28 Na  11    3524.04   84.65  15416.06  118.63   6127.44   75.84   9247.35   93.41   5889.18   87.96  -6653.55  107.80    
  28 Mg  12    8503.57    2.01  16726.86   38.23 -19091.86  160.01   2594.52   14.51   -797.23    2.34  -7313.64   44.77    
  28 Al  13    7725.05    0.06   9553.02    0.18 -43407.0   503.0   10074.73    0.17   1206.23    0.17  -1846.68    1.22    
  28 Si  14   17179.69    0.16  11584.93    0.13     -1.0            1428.35    0.20  -7712.99    0.69  -2653.66    0.19    
  28 P   15   14479.36   35.20   2065.56    3.75     -1.0           10694.41    4.80  -6122.27   10.68   7401.14    3.81    
  28 S   16   21505.0   259.0    2462.88  163.78     -1.0            3811.0   253.0   -9935.0   253.0    5894.21  160.31    
  28 Cl  17      -1.0           -1761.0   542.0      -1.0           11298.0   585.0      -1.0           13331.0   540.0     
0 29 F    9    1001.0   772.0      -1.0           58512.0   578.0      -1.0            9997.0   719.0      -1.0             
  29 Ne  10    1329.33  321.79  22495.0   594.0   39915.61  301.52   3681.37  515.54   4596.48  326.01 -11497.0   524.0     
  29 Na  11    4419.04  115.91  15948.85  143.34  19570.62   88.95   6236.01  127.46   7052.89  104.40 -10023.04  152.57    
  29 Mg  12    3713.76   28.65  16916.58   80.96  -7502.31   57.59   5630.48   47.69   1105.34   31.99  -5444.66   61.69    
  29 Al  13    9436.27    1.20  10485.72    2.33 -31359.0   196.0    7081.81    1.21   2863.03    1.21  -5666.63   14.42    
  29 Si  14    8473.55    0.03  12333.44    0.14     -1.0            6012.61    0.13  -4820.63    0.20    -34.14    0.19    
  29 P   15   17862.21    3.82   2748.08    0.72     -1.0            6143.33    0.74  -4943.23    3.09    904.84    0.75    
  29 S   16   15303.31  167.63   3286.83   50.14     -1.0            8304.91   61.03  -9268.0   202.0    9632.15   50.09    
  29 Cl  17   21485.0   540.0   -1781.0   253.0      -1.0            6347.0   282.0   -7963.0   357.0    7817.0   277.0     
0 30 Ne  10    3855.29  876.91  25349.0  1006.0   46669.50  823.44   -279.0   970.0    2050.65  923.54     -1.0             
  30 Na  11    2095.62  128.45  16715.14  315.64  28794.97   93.36   8026.63  146.12   6364.96  130.58 -10809.20  428.46    
  30 Mg  12    6292.37   72.71  18789.91  111.25   5180.57   66.93   2862.15  101.02   1562.68   76.99 -10329.33  113.17    
  30 Al  13    5728.19   14.10  12500.16   31.84 -20316.0   196.0    9857.19   14.19   3578.19   14.05  -4645.10   40.68    
  30 Si  14   10609.18    0.03  13506.35    1.21 -44516.0   298.0    3128.48    0.14  -2371.99    0.13  -4199.97    0.20    
  30 P   15   11319.97    0.83   5594.50    0.40     -1.0           12003.05    0.40  -2952.07    0.43   2642.68    0.42    
  30 S   16   18975.25   50.09   4399.87    3.09     -1.0            3809.02    4.80  -8445.77   35.13   3968.04    3.01    
  30 Cl  17   16771.0   277.0    -313.0   202.0      -1.0           11081.0   253.0   -8200.0   282.0   10843.0   199.0     
  30 Ar  18      -1.0             349.0   357.0      -1.0            4237.0   585.0      -1.0            8222.0   361.0     
0 31 Ne  10    -534.0  1222.0      -1.0           53791.0   904.0    1256.0  1072.0    2479.0  1039.0      -1.0             
  31 Na  11    4001.98  189.23  16861.83  839.73  37104.75  164.60   5353.98  343.52   6249.22  199.31 -14916.0   538.0     
  31 Mg  12    2404.18  101.01  19098.47  120.20  15829.84   75.73   4877.01  116.80   2682.54  107.09  -8847.27  135.52    
  31 Al  13    7153.13   24.72  13360.92   69.89  -7889.74   53.98   6417.81   35.08   4928.63   20.44  -8274.19   78.43    
  31 Si  14    6587.40    0.05  14365.56   14.05 -34245.0   206.0    5977.35    1.21  -1234.35    0.15  -2283.79    2.01    
  31 P   15   12311.76    0.44   7297.08    0.19     -1.0            8164.84    0.19   1915.86    0.18  -1944.03    0.23    
  31 S   16   13053.45    3.35   6133.34    1.56     -1.0            8617.78    1.67  -7019.86    4.04   8094.27    1.50    
  31 Cl  17   19579.0   202.0     290.60   50.09     -1.0            6805.25   70.71  -6273.48  167.63   5742.99   50.14    
  31 Ar  18   16859.0   362.0     437.0   284.0      -1.0            8863.0   284.0  -10397.0   544.0   12869.0   261.0     
0 32 Ne  10    1737.0  1258.0      -1.0           61257.0   876.0      -1.0            1744.0  1049.0      -1.0             
  32 Na  11    2431.42  508.82  19827.0  1024.0   42608.98  481.46   6777.85  953.87   5147.13  568.09 -16346.0   752.0     
  32 Mg  12    5651.83  122.03  20748.33  190.40  25220.38   95.71   1320.79  133.70   1449.75  130.66 -13169.78  316.35    
  32 Al  13    4179.21   89.16  15135.95  115.19   2268.63   87.08   8530.97  109.58   4463.18   91.40  -8034.37  124.29    
  32 Si  14    9203.22    2.16  16415.65   20.46 -21901.78   50.05   2502.32   14.21  -1001.30    2.48  -7773.26   28.66    
  32 P   15    7935.65    0.04   8645.33    0.20 -44724.0   503.0   10838.37    0.19   2453.77    0.19   -443.40    1.22    
  32 S   16   15042.37    1.50   8863.96    0.21     -1.0            4895.38    0.42  -4200.02    0.73   1525.46    0.12    
  32 Cl  17   14337.58   50.46   1574.73    6.95     -1.0           11442.92    7.42  -5307.76   50.46   9267.62    6.82    
  32 Ar  18   21546.0   212.0    2403.61   70.71     -1.0            4089.0   202.0  -10458.0   202.0    6626.21   70.71    
  32 K   19      -1.0           -1834.0   544.0      -1.0           11046.0   585.0      -1.0           12921.0   540.0     
0 33 Na  11     865.09 1567.11  18955.0  1729.0   51847.62 1491.32   5379.0  1744.0    8137.33 1703.55     -1.0             
  33 Mg  12    2071.49  174.50  20388.40  503.09  31790.47  145.92   3251.28  219.96   1473.88  173.22 -11385.98  836.27    
  33 Al  13    5514.18  108.72  14998.29  115.95  12498.59   65.45   5420.97  100.08   5241.37   93.56 -11452.93  114.01    
  33 Si  14    4482.84   15.94  16719.28   88.24 -11111.04   33.90   5172.61   25.75    244.05   21.13  -5963.74   68.70    
  33 P   15   10103.73    1.11   9545.84    2.43 -33100.0   196.0    7322.04    1.10   2959.21    1.10  -4818.94   14.09    
  33 S   16    8641.58    0.03   9569.89    0.21     -1.0            8565.56    0.20  -1521.62    0.42   3493.06    0.12    
  33 Cl  17   15744.14    6.80   2276.50    0.50     -1.0            8752.23    1.58  -2076.65    3.04   4843.46    0.65    
  33 Ar  18   15273.58   58.31   3339.61   30.76     -1.0            8393.91   58.31  -8961.0   198.0   10327.88   30.15    
  33 K   19   21727.0   540.0   -1653.0   202.0      -1.0            6178.0   284.0   -8456.0   357.0    7966.0   277.0     
0 34 Na  11    1072.0  1825.0      -1.0           57067.0  1053.0    6044.0  1369.0    6531.0  1387.0      -1.0             
  34 Mg  12    4824.63  300.47  24347.94 1514.28  38382.77  262.66    858.07  548.45    651.22  309.97 -16744.0   941.0     
  34 Al  13    2428.64  111.50  15355.45  171.58  21578.32   90.27   8644.16  131.56   5216.90  117.82  -9879.59  187.72    
  34 Si  14    7535.50   21.18  18740.61   66.96  -1578.30   14.44   1816.32   87.95   -138.32   24.76 -11095.06   77.02    
  34 P   15    6291.14    5.12  11354.14   16.56 -23076.0   298.0   10234.12    5.45   3255.47    5.01  -3956.96   20.95    
  34 S   16   11416.94    0.05  10883.09    1.09 -43085.0   298.0    5084.28    0.20   -626.80    0.20  -1336.48    0.12    
  34 Cl  17   11508.38    0.50   5143.30    0.05     -1.0           12286.22    0.06   -531.58    1.50   5646.84    0.21    
  34 Ar  18   17068.25   30.15   4663.72    3.05     -1.0            5663.24    7.42  -6449.77   50.09   6313.08    3.37    
  34 K   19   16315.0   357.0    -611.0   300.0      -1.0           11409.0   302.0   -7913.0   362.0   11230.0   302.0     
  34 Ca  20      -1.0             899.0   357.0      -1.0            3445.0   585.0      -1.0            7504.0   362.0     
0 35 Na  11    -573.0  1871.0      -1.0           66011.0  1546.0      -1.0            8842.0  1777.0      -1.0             
  35 Mg  12     230.0   511.0   23506.0  1140.0   45138.0   438.0    1493.0  1554.0    2852.0   651.0  -15238.0   979.0     
  35 Al  13    5267.16  167.36  15797.97  298.08  28955.43  140.93   5448.50  202.86   5601.58  170.36 -12715.33  501.67    
  35 Si  14    2474.52   40.92  18786.49   98.10   8688.45   38.42   4855.97   75.89   1566.36   94.93  -7917.75  103.13    
  35 P   15    8371.39    5.33  12190.02   14.24 -13690.51   20.09   6345.58   15.90   4087.30    2.86  -8149.13   86.83    
  35 S   16    6985.84    0.04  11577.79    5.01 -33285.0    69.0    8202.16    1.09    323.00    0.20    880.90    2.17    
  35 Cl  17   12644.27    0.11   6370.63    0.09     -1.0            8283.53    0.10   1866.53    0.11    938.22    0.19    
  35 Ar  18   12741.27    3.11   5896.61    0.78     -1.0            8666.11    0.92  -4853.46    6.83   8614.18    0.78    
  35 K   19   17757.0   299.0      77.81   20.23     -1.0            8925.04   36.06  -4123.97   53.85   7810.00   21.12    
  35 Ca  20   16785.0   306.0    1369.0   306.0      -1.0            8387.0   207.0  -11116.0   508.0   12264.0    85.0     
0 36 Mg  12    3451.0  1004.0   27530.0  1791.0   51576.0   904.0    -886.0  1387.0     266.0  1744.0      -1.0             
  36 Al  13    2096.86  304.67  17664.0   514.0   35438.27  270.12   8176.27  376.77   5576.21  307.01 -13947.10 1515.59    
  36 Si  14    6112.20  110.03  19631.53  174.62  17829.80  103.10   1172.41  137.04    968.34  122.12 -11958.46  178.67    
  36 P   15    3464.55   13.24  13180.05   40.59  -2825.76   15.25  10416.53   19.27   5105.60   20.52  -6099.51   66.75    
